"","rowname","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"319","o__Neisseriales",44.7322156953895,-0.0392153162306288,0.054370849299265,-0.721256274934791,0.470751853830568,0.999543751515319,FALSE,"order"
"320","o__Nevskiales",7.51277486500427,0.201053336978127,0.227743239739105,0.882807047131003,0.377340532294534,0.999543751515319,FALSE,"order"
"321","o__Nitrosomonadales",14.0371542499393,0.00541475147893302,0.0930789938735936,0.0581737216271004,0.953610252367737,0.999543751515319,FALSE,"order"
"322","o__Nitrosopumilales",4.00256377342244,0.000139858827450858,0.173552555139682,0.000805858648052138,0.999357017896123,0.999543751515319,FALSE,"order"
"323","o__Nitrososphaerales",8.10373993598993,-0.00842226932364098,0.122331736066484,-0.0688477871274854,0.945110779673773,0.999543751515319,FALSE,"order"
"324","o__Nitrospirales",4.00256377342244,0.000139858827450858,0.173552555139682,0.000805858648052138,0.999357017896123,0.999543751515319,FALSE,"order"
"325","o__Nostocales",22.3949596264115,0.0669399788349787,0.0749866778227247,0.892691619079737,0.372022339751633,0.999543751515319,FALSE,"order"
"326","o__Oceanospirillales",36.2487398585152,0.00515137457631577,0.0580743148138337,0.0887031485920982,0.929317830187551,0.999543751515319,FALSE,"order"
"327","o__Opitutales",6.0742587346341,0.030641394222009,0.141378988844972,0.216732305644148,0.82841697007801,0.999543751515319,FALSE,"order"
"328","o__Ortervirales",15.2062330429401,0.214333677890721,0.119814127517554,1.78888485299297,0.0736333616783037,0.999543751515319,FALSE,"order"
"329","o__Oscillatoriales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"330","o__Parachlamydiales",11.0211824762287,0.0183716390332852,0.118931582486145,0.154472333162013,0.877237324307275,0.999543751515319,FALSE,"order"
"331","o__Pasteurellales",35.7904562051176,0.0363519902187007,0.237205369315411,0.153251127171424,0.878200240169044,0.999543751515319,FALSE,"order"
"332","o__Patatavirales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"333","o__Phycisphaerales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"334","o__Pimascovirales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"335","o__Pirellulales",20.196047274291,0.00770253069024588,0.0776876705327568,0.0991474018647287,0.921021236223707,0.999543751515319,FALSE,"order"
"336","o__Piroplasmida",24.8009387237688,-0.700975692558495,0.280122746624421,-2.50238761759087,0.0123358782869647,0.483566428849017,FALSE,"order"
"337","o__Planctomycetales",22.7044323944075,0.0657121754071105,0.0758493550181925,0.866351142885123,0.386297627972249,0.999543751515319,FALSE,"order"
"338","o__Pleurocapsales",2.08578892896474,0.107054127464621,0.240904178354322,0.444384685213577,0.656764483957578,0.999543751515319,FALSE,"order"
"339","o__Propionibacteriales",78.6419269891093,0.0178309971699641,0.0388400047402981,0.459088439591865,0.646170657969459,0.999543751515319,FALSE,"order"
"340","o__Pseudomonadales",909.932528107276,-0.0811345173280579,0.151877759649713,-0.534209337266919,0.593196709749632,0.999543751515319,FALSE,"order"
"341","o__Pseudonocardiales",50.0864257686705,0.0887145384436461,0.133665126988735,0.663707433960115,0.506877580479185,0.999543751515319,FALSE,"order"
"342","o__Puniceicoccales",4.00256377342244,0.000139858827450858,0.173552555139682,0.000805858648052138,0.999357017896123,0.999543751515319,FALSE,"order"
"343","o__Rhodobacterales",50.4267651426043,-0.0118754338251203,0.0484541483748277,-0.245086008596319,0.806389836135265,0.999543751515319,FALSE,"order"
"344","o__Rhodocyclales",16.0099322928115,0.0618354471524311,0.0884762180093197,0.698893426320706,0.484618635991608,0.999543751515319,FALSE,"order"
"345","o__Rhodospirillales",56.1753222080002,0.102116553549373,0.0702174696496378,1.45428985206817,0.145865962741128,0.999543751515319,FALSE,"order"
"346","o__Rickettsiales",14.7989510517814,-0.120231575102216,0.106939821675306,-1.12429189817864,0.260889214274095,0.999543751515319,FALSE,"order"
"347","o__Rubrobacterales",8.24448709590054,-0.122320567809229,0.122495809167409,-0.998569409358813,0.318003325185386,0.999543751515319,FALSE,"order"
"348","o__Saccharomycetales",142.766239466007,-0.395902790278973,0.29751569201258,-1.33069549239854,0.183289226829431,0.999543751515319,FALSE,"order"
"349","o__Sedimentisphaerales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"350","o__Selenomonadales",22.5775905572654,0.0366650952049634,0.0768492153370369,0.477104353559912,0.633287814724048,0.999543751515319,FALSE,"order"
"351","o__Sepolyvirales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"352","o__Silvanigrellales",4.00256377342244,0.000139858827450858,0.173552555139682,0.000805858648052138,0.999357017896123,0.999543751515319,FALSE,"order"
"353","o__Solirubrobacterales",2.01536639375347,-0.0222278162185741,0.24356474603854,-0.0912604002841074,0.927285682635615,0.999543751515319,FALSE,"order"
"354","o__Sordariales",44.7897773792891,-0.480797470968873,0.417299113131008,-1.15216509175262,0.249253239369113,0.999543751515319,FALSE,"order"
"355","o__Sphaerobacterales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"356","o__Sphingobacteriales",36.6709612847456,-0.0563447513988171,0.0591263720078149,-0.95295465433546,0.340613046475909,0.999543751515319,FALSE,"order"
"357","o__Sphingomonadales",165.406570606852,-0.142771392185715,0.0817703155245512,-1.74600515199001,0.0808100566061578,0.999543751515319,FALSE,"order"
"358","o__Spirochaetales",56.3300944062649,0.0519218243831426,0.0608402454924563,0.853412473320485,0.393430606804071,0.999543751515319,FALSE,"order"
"359","o__Sporichthyales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"360","o__Streptomycetales",264.823320205384,0.0832132909942874,0.0392581415745226,2.11964417205858,0.0340360643738093,0.741229846362959,FALSE,"order"
"361","o__Streptosporangiales",18.9270204774366,-0.154106991589729,0.0830147184462788,-1.85638154864617,0.0633991928194886,0.999543751515319,FALSE,"order"
"362","o__Sulfolobales",6.00384566013366,0.000139854312757527,0.14196895675237,0.000985104884594372,0.999214000148937,0.999543751515319,FALSE,"order"
"363","o__Synechococcales",34.2050198745866,-0.0145975985340501,0.0597146881006928,-0.244455744446579,0.806877873152327,0.999543751515319,FALSE,"order"
"364","o__Synergistales",8.01916801558791,-0.0259459332749807,0.122943667744469,-0.211039199911521,0.832856683027004,0.999543751515319,FALSE,"order"
"365","o__Syntrophobacterales",6.00384566013366,0.000139854312757527,0.14196895675237,0.000985104884594372,0.999214000148937,0.999543751515319,FALSE,"order"
"366","o__Tepidiformales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"367","o__Tepidisphaerales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"368","o__Thermales",16.2918981244261,0.0203884561105675,0.0867079944727828,0.235139288303656,0.814100625765331,0.999543751515319,FALSE,"order"
"369","o__Thermoanaerobacterales",10.0204939405983,0.00383426993777358,0.110098790546402,0.0348257225964494,0.972218709403166,0.999543751515319,FALSE,"order"
"370","o__Thermococcales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"371","o__Thermoproteales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"372","o__Thermosediminibacterales",4.28485256915144,0.174194502499254,0.176722004383284,0.985697865453424,0.32428139725394,0.999543751515319,FALSE,"order"
"373","o__Thermotogales",10.0909340671424,-0.0266610122855077,0.109810573619815,-0.242790939038468,0.808167355190573,0.999543751515319,FALSE,"order"
"374","o__Thermotomaculales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"375","o__Thiotrichales",8.00512754684487,0.000139850635831398,0.123091648751154,0.00113615048015259,0.999093483268165,0.999543751515319,FALSE,"order"
"376","o__Tissierellales",16.024339600732,-0.00267513101031281,0.0871040322549884,-0.0307119078308755,0.975499294567278,0.999543751515319,FALSE,"order"
"377","o__Trueperales",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"378","o__Trypanosomatida",9.21369636593327,-0.258925029789122,0.408047547407473,-0.634546222454222,0.525724411395082,0.999543751515319,FALSE,"order"
"379","o__unclassified-f__Candidatus",4.01664828046469,0.00935827990073196,0.173309137833306,0.0539976138461496,0.956937065344832,0.999543751515319,FALSE,"order"
"380","o__unclassified-f__Casimicrobiaceae",1.84611962587539,-0.130935044531575,0.253729175248196,-0.516042526065421,0.605824708036228,0.999543751515319,FALSE,"order"
"381","o__unclassified-f__Nimaviridae",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"382","o__unclassified-f__Unikaryonidae",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"383","o__unclassified-f__Vicinamibacteraceae",2.01538418954461,-0.0222283991739864,0.243577130984512,-0.0912581533584111,0.927287467973063,0.999543751515319,FALSE,"order"
"384","o__unclassified-g__Aciduliprofundum",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"385","o__unclassified-g__Candidatus",18.0819595156122,0.00583437869411545,0.0820448809956911,0.0711120379883525,0.943308587498266,0.999543751515319,FALSE,"order"
"386","o__unclassified-g__Chloracidobacterium",1.98718190452004,-0.0184758977518831,0.245296815259929,-0.0753205773678926,0.939959649613528,0.999543751515319,FALSE,"order"
"387","o__unclassified-g__Ezakiella",2.18441142855837,0.222529428947478,0.238307620740931,0.933790653675295,0.350411891602888,0.999543751515319,FALSE,"order"
"388","o__unclassified-g__Gallaecimonas",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"389","o__unclassified-g__Methylacidimicrobium",4.0729863086337,0.045653941322008,0.172447295421853,0.264741416850441,0.79120866945585,0.999543751515319,FALSE,"order"
"390","o__unclassified-g__Micavibrio",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"391","o__unclassified-g__Ndongobacter",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"392","o__unclassified-g__Pandoravirus",10.1190854898941,-0.0354835334625219,0.109477334569313,-0.324117623087146,0.745848985217933,0.999543751515319,FALSE,"order"
"393","o__unclassified-g__Pseudohongiella",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"394","o__unclassified-g__Sedimentibacter",2.05771971132942,0.0722905305959681,0.242007243237111,0.298712260133223,0.765159601697964,0.999543751515319,FALSE,"order"
"395","o__unclassified-s__Changjiang tombus-like virus 10",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"396","o__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"397","o__unclassified-s__Halovirus HHTV-2",2.21278161957895,-0.303653363711944,0.24025405706157,-1.26388443727353,0.206271508435212,0.999543751515319,FALSE,"order"
"398","o__unclassified-s__Hubei tombus-like virus 8",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"399","o__unclassified-s__Leptopilina boulardi filamentous virus",2.00128188671122,0.000139858681860822,0.244583994504139,0.000571822707141434,0.999543751515319,0.999543751515319,FALSE,"order"
"400","o__unclassified-s__Mollivirus sibericum",3.5506245771802,1.15043141832559,0.32951680903444,3.49126777992484,0.000480734167826606,0.0942238968940148,FALSE,"order"
"401","o__Ustilaginales",6.41141207680814,-0.0630337542476386,0.368152950792889,-0.171216213565267,0.864053759158227,0.999543751515319,FALSE,"order"
"402","o__Veillonellales",8.10375656845875,0.0321500043391664,0.122559484603922,0.262321634617395,0.793073483868635,0.999543751515319,FALSE,"order"
"403","o__Verrucomicrobiales",6.31366270109274,0.169298819438622,0.141675774853021,1.19497366161758,0.232097320801525,0.999543751515319,FALSE,"order"
"404","o__Vibrionales",16.0665490835595,-0.0212995863079846,0.0869948257377397,-0.244837392653624,0.806582339731343,0.999543751515319,FALSE,"order"
"405","o__Xanthomonadales",76.2611377177101,0.0961134229723803,0.0740348928959823,1.29821789716665,0.194212469823175,0.999543751515319,FALSE,"order"
"406","o__Zurhausenvirales",8.0896345890984,0.0276201259691523,0.122643585425599,0.225206445761551,0.821818675252532,0.999543751515319,FALSE,"order"
"407","f__Acetobacteraceae",23.7746478873239,0.013085661569231,0.0717688267884427,0.18233071592217,0.855323194863605,0.999999892721316,FALSE,"family"
"408","f__Acholeplasmataceae",6,2.86460030292695e-08,0.142037087445595,2.01679741146775e-07,0.999999839082848,0.999999892721316,FALSE,"family"
"409","f__Acidaminococcaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"410","f__Acidiferrobacteraceae",4.04225352112676,-0.0334229675935744,0.172636876901332,-0.193602712198489,0.846486974347628,0.999999892721316,FALSE,"family"
"411","f__Acidimicrobiaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"412","f__Acidobacteriaceae",6.07042253521127,-0.0370892846523189,0.141195327399112,-0.262680680271237,0.792796708906924,0.999999892721316,FALSE,"family"
"413","f__Actinomycetaceae",43,0.0516327827100542,0.0697240331945617,0.740530636917909,0.458978078443476,0.999999892721316,FALSE,"family"
"414","f__Actinopolymorphaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"415","f__Aerococcaceae",6,2.86460030292695e-08,0.142037087445595,2.01679741146775e-07,0.999999839082848,0.999999892721316,FALSE,"family"
"416","f__Aeromonadaceae",15.8028169014085,-0.0223677961004019,0.0877548832217959,-0.254889474855416,0.798808465691369,0.999999892721316,FALSE,"family"
"417","f__Akkermansiaceae",4.30985915492958,0.248659411423731,0.175251916732618,1.41886842700334,0.155937378674104,0.999999892721316,FALSE,"family"
"418","f__Alcaligenaceae",58.9577464788732,-0.188864727847587,0.204976145740795,-0.9213985713558,0.35684237438236,0.999999892721316,FALSE,"family"
"419","f__Alicyclobacillaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"420","f__Alloherpesviridae",4.05633802816901,-0.0443940851501109,0.172315610345074,-0.257632405219751,0.796690617975316,0.999999892721316,FALSE,"family"
"421","f__Alteromonadaceae",6,2.86460030292695e-08,0.142037087445595,2.01679741146775e-07,0.999999839082848,0.999999892721316,FALSE,"family"
"422","f__Amoebophilaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"423","f__Anaerolineaceae",9.09859154929577,0.256879418681063,0.172667258189851,1.48771354438616,0.136826454109883,0.999999892721316,FALSE,"family"
"424","f__Anaplasmataceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"425","f__Aphanizomenonaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"426","f__Aphanothecaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"427","f__Archaeoglobaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"428","f__Archangiaceae",4.04225352112676,0.0274807687508529,0.172986273299252,0.158860979121236,0.873778404361476,0.999999892721316,FALSE,"family"
"429","f__Ardenticatenaceae",3.36619718309859,0.678528539732251,0.360847173659683,1.88037648417935,0.0600567861285454,0.999999892721316,FALSE,"family"
"430","f__Aspergillaceae",9.16901408450704,0.452745531697013,0.293585842837379,1.54212317365655,0.123043664625983,0.999999892721316,FALSE,"family"
"431","f__Atopobiaceae",12.0140845070423,-0.0582976492949464,0.10048489508358,-0.580163309584556,0.561804493580067,0.999999892721316,FALSE,"family"
"432","f__Aurantimonadaceae",6,2.86460030292695e-08,0.142037087445595,2.01679741146775e-07,0.999999839082848,0.999999892721316,FALSE,"family"
"433","f__Autographiviridae",6,2.86460030292695e-08,0.142037087445595,2.01679741146775e-07,0.999999839082848,0.999999892721316,FALSE,"family"
"434","f__Azonexaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"435","f__Azospirillaceae",8.09859154929577,-0.038918959872176,0.122328725232193,-0.318150620782679,0.75037068702698,0.999999892721316,FALSE,"family"
"436","f__Babesiidae",4.46478873239437,-0.679222952493201,0.374705844065833,-1.81268310395999,0.0698807119218826,0.999999892721316,FALSE,"family"
"437","f__Bacillaceae",5443.07042253521,0.0549262776993131,0.328564337185332,0.167170540083086,0.867235863814986,0.999999892721316,FALSE,"family"
"438","f__Bacteriovoracaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"439","f__Bacteroidaceae",40.5070422535211,0.18215611706063,0.144379410812528,1.26164884615822,0.207075171356113,0.999999892721316,FALSE,"family"
"440","f__Baculoviridae",17.1549295774648,-0.0670422174163316,0.0863137204053346,-0.776727235270328,0.437319714854438,0.999999892721316,FALSE,"family"
"441","f__Baekduiaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"442","f__Barnesiellaceae",4.25352112676056,0.157541307025571,0.174096026870293,0.904910409833438,0.365512851700806,0.999999892721316,FALSE,"family"
"443","f__Bartonellaceae",26,1.21396936092224e-08,0.0685695743063268,1.77041985924977e-07,0.999999858740933,0.999999892721316,FALSE,"family"
"444","f__Beijerinckiaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"445","f__Bernardetiaceae",2.38028169014085,-0.507794551347552,0.267231065556844,-1.90020778568327,0.0574058569602945,0.999999892721316,FALSE,"family"
"446","f__Bifidobacteriaceae",59.5633802816901,-0.0453674072876763,0.0713501065222834,-0.635842180186622,0.524879291900213,0.999999892721316,FALSE,"family"
"447","f__Blastochloridaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"448","f__Bogoriellaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"449","f__Borreliaceae",28.4507042253521,0.00987692936414574,0.0656734702529365,0.150394509778537,0.880453372569853,0.999999892721316,FALSE,"family"
"450","f__Brachyspiraceae",10.5774647887324,0.027020240336043,0.108640069806156,0.248713392620738,0.803582488500137,0.999999892721316,FALSE,"family"
"451","f__Bradyrhizobiaceae",10,2.19905623672792e-08,0.110206061063088,1.99540407806523e-07,0.999999840789789,0.999999892721316,FALSE,"family"
"452","f__Breoghaniaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"453","f__Brucellaceae",8,2.49800976588105e-08,0.123121333215782,2.02890084166246e-07,0.999999838117134,0.999999892721316,FALSE,"family"
"454","f__Bruguierivoracaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"455","f__Bryobacteraceae",1.94366197183099,0.00832901609347957,0.248358117455046,0.0335363151356917,0.973246906818891,0.999999892721316,FALSE,"family"
"456","f__Burkholderiaceae",155.718309859155,-0.0946095125226597,0.0964303099658432,-0.981117996573603,0.32653455665169,0.999999892721316,FALSE,"family"
"457","f__Caldilineaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"458","f__Campylobacteraceae",28.2535211267606,0.0556347115585914,0.069373304246367,0.801961390811292,0.422575292296253,0.999999892721316,FALSE,"family"
"459","f__Candidatus",20.0281690140845,0.00369449801374413,0.0780674244688867,0.0473244511251495,0.962254640731916,0.999999892721316,FALSE,"family"
"460","f__Cardiobacteriaceae",1.98591549295775,-0.0186156441325048,0.245489918812115,-0.0758305849078562,0.939553882934505,0.999999892721316,FALSE,"family"
"461","f__Carnobacteriaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"462","f__Casimicrobiaceae",1.84507042253521,-0.131074031593878,0.253936080055495,-0.516169390207303,0.605736107072774,0.999999892721316,FALSE,"family"
"463","f__Caulobacteraceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"464","f__Cellulomonadaceae",14.2394366197183,0.0384524840913746,0.0928210381823334,0.414264749073807,0.678680227044771,0.999999892721316,FALSE,"family"
"465","f__Cellvibrionaceae",10.056338028169,0.014721526792463,0.109975843519083,0.133861458311148,0.893512127737341,0.999999892721316,FALSE,"family"
"466","f__Chaetomiaceae",26.4225352112676,-0.569316220414405,0.481434937788424,-1.18254030966195,0.236991380967333,0.999999892721316,FALSE,"family"
"467","f__Chelatococcaceae",3.98591549295775,-0.00927778016469631,0.173937805131421,-0.0533396414752179,0.957461295811519,0.999999892721316,FALSE,"family"
"468","f__Chitinophagaceae",27.2253521126761,0.118756836685317,0.0894429026955602,1.32773907270803,0.184264320838287,0.999999892721316,FALSE,"family"
"469","f__Chlamydiaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"470","f__Chlorobiaceae",3.98591549295775,-0.00927778016469631,0.173937805131421,-0.0533396414752179,0.957461295811519,0.999999892721316,FALSE,"family"
"471","f__Chloroflexaceae",1.71830985915493,0.0471731388516689,0.26446004696049,0.178375294846395,0.858428250009688,0.999999892721316,FALSE,"family"
"472","f__Christensenellaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"473","f__Chromatiaceae",10.1267605633803,0.0329146425550892,0.109775882633622,0.299834916062047,0.764303080744656,0.999999892721316,FALSE,"family"
"474","f__Chromobacteriaceae",8.08450704225352,0.0478412119970532,0.123386449541414,0.387734732418858,0.698212349907201,0.999999892721316,FALSE,"family"
"475","f__Chroococcaceae",4.05633802816901,0.0365259080963087,0.172777238768171,0.211404629201872,0.832571544793116,0.999999892721316,FALSE,"family"
"476","f__Chroococcidiopsidaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"477","f__Chrysiogenaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"478","f__Chthonomonadaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"479","f__Clavicipitaceae",23.943661971831,-0.244664187851912,0.378889052960877,-0.645740978632008,0.518447117168323,0.999999892721316,FALSE,"family"
"480","f__Clostridiaceae",108.985915492958,-0.0146409325229731,0.0914558951630011,-0.160087356827887,0.872812260516788,0.999999892721316,FALSE,"family"
"481","f__Clostridiales",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"482","f__Colwelliaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"483","f__Comamonadaceae",86.6338028169014,0.124027302590099,0.109038260029242,1.13746590010549,0.255343571918101,0.999999892721316,FALSE,"family"
"484","f__Conexibacteraceae",2.01408450704225,-0.0223677785622498,0.243756152106554,-0.0917629293412543,0.926886397851097,0.999999892721316,FALSE,"family"
"485","f__Conexivisphaeraceae",2.43661971830986,-0.368818171787872,0.233816260263882,-1.57738461547383,0.114707053181485,0.999999892721316,FALSE,"family"
"486","f__Coprothermobacteraceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"487","f__Coriobacteriaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"488","f__Corynebacteriaceae",180.704225352113,0.00251432887096,0.0256005993904109,0.0982136719776091,0.921762626283674,0.999999892721316,FALSE,"family"
"489","f__Coxiellaceae",12.0281690140845,-0.00749451641827028,0.10052493363453,-0.0745538061782512,0.940569729109481,0.999999892721316,FALSE,"family"
"490","f__Cryptosporidiidae",8.56338028169014,-0.313877031166158,0.431990735305271,-0.72658278410613,0.467481577696513,0.999999892721316,FALSE,"family"
"491","f__Cyclobacteriaceae",5.98591549295775,-0.00617854615606198,0.142176768074443,-0.0434567914276045,0.965337407410073,0.999999892721316,FALSE,"family"
"492","f__Cytophagaceae",16.169014084507,-0.033422984459599,0.0868824749438552,-0.384691901113516,0.700465696280897,0.999999892721316,FALSE,"family"
"493","f__Debaryomycetaceae",97.5070422535211,-0.876618448119166,0.395589154642694,-2.2159820051461,0.0266927345716618,0.999999892721316,FALSE,"family"
"494","f__Deferribacteraceae",3.98591549295775,-0.00927778016469631,0.173937805131421,-0.0533396414752179,0.957461295811519,0.999999892721316,FALSE,"family"
"495","f__Dehalococcoidaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"496","f__Demerecviridae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"497","f__Dermabacteraceae",12.169014084507,-0.0511186552997724,0.100051950034613,-0.510921129294209,0.609406285220582,0.999999892721316,FALSE,"family"
"498","f__Dermacoccaceae",4,3.3139830765962e-08,0.17368287843818,1.90806549637866e-07,0.9999998477584,0.999999892721316,FALSE,"family"
"499","f__Dermatophilaceae",3.87323943661972,-0.0646335047691214,0.176171469502926,-0.366878388149268,0.713709732837257,0.999999892721316,FALSE,"family"
"500","f__Desulfarculaceae",2,3.2910953068211e-08,0.244775014476069,1.34453890805218e-07,0.999999892721316,0.999999892721316,FALSE,"family"
"501","f__Desulfobacteraceae",8.49295774647887,0.153389658737929,0.126494035031615,1.21262365217136,0.225273741749206,0.999999892721316,FALSE,"family"
"502","f__Desulfobulbaceae",8,2.49800976588105e-08,0.123121333215782,2.02890084166246e-07,0.999999838117134,0.999999892721316,FALSE,"family"
"503","f__Desulfovibrionaceae",12.0704225352113,0.0153316728756701,0.100475057464041,0.152591829879343,0.878720168355578,0.999999892721316,FALSE,"family"
"504","f__Desulfuromonadaceae",2.29577464788732,-0.373938829470133,0.251496334643065,-1.48685598142352,0.137052852289031,0.999999892721316,FALSE,"family"
"505","f__Dietziaceae",8,2.49800976588105e-08,0.123121333215782,2.02890084166246e-07,0.999999838117134,0.999999892721316,FALSE,"family"
"506","f__Dipodascaceae",3.33802816901408,0.143849209958639,0.299632813396972,0.480084969092015,0.631166975712334,0.999999892721316,FALSE,"family"
