"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"s__Frankia casuarinae",0.162470236110315,-1.274191844757,2.93523258116681,-0.434102514714691,0.66421399946597,0.998296049192576,FALSE,"species"
"s__Frankia sp. QA3",0.00801279261538041,-0.478144573982292,2.93779775234527,-0.162756123562483,0.870710455856416,0.998296049192576,FALSE,"species"
"s__Frateuria aurantia",0.359249682987858,-0.210496104602565,2.63859464015584,-0.0797758402897888,0.936415539724344,0.998296049192576,FALSE,"species"
"s__Frederiksenia canicola",0.45908774648754,0.973522089810506,2.93361146411538,0.331851065391193,0.740001722505038,0.998296049192576,FALSE,"species"
"s__Fretibacterium fastidiosum",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Frigoribacterium sp. NBH87",0.145367649934427,-0.462470139061862,2.93702927468171,-0.15746187586502,0.874880851686431,0.998296049192576,FALSE,"species"
"s__Fuerstia marisgermanicae",0.0154354229265877,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Fujinami sarcoma virus",0.0558177960412393,-0.70338651070357,2.93726669535746,-0.239469746419458,0.810741352938921,0.998296049192576,FALSE,"species"
"s__Fulvivirga sp. S481",0.0149977960035206,-0.47814457170738,2.93779775234072,-0.162756122788376,0.870710456465938,0.998296049192576,FALSE,"species"
"s__Fusobacterium canifelinum",1.76583811575028,-4.58362608415119,2.92190938593542,-1.56870918250046,0.116715718002285,0.998296049192576,FALSE,"species"
"s__Fusobacterium gonidiaformans",0.2785050350104,-1.98056266561412,2.83153796756242,-0.699465339438524,0.484261266647758,0.998296049192576,FALSE,"species"
"s__Fusobacterium necrophorum",0.229067161755707,-0.759310157460923,2.93664244788736,-0.258564047525491,0.795971625986697,0.998296049192576,FALSE,"species"
"s__Fusobacterium nucleatum",13.4994067246314,-0.590494125495208,2.07248285775392,-0.284921114442975,0.775704579169427,0.998296049192576,FALSE,"species"
"s__Fusobacterium pseudoperiodonticum",0.00582386849454235,-0.461325494644626,2.9377643401273,-0.1570328458084,0.875218962012988,0.998296049192576,FALSE,"species"
"s__Fusobacterium varium",0.0799376359373583,-0.917493021088707,2.93710304106519,-0.312380263225618,0.754751548092236,0.998296049192576,FALSE,"species"
"s__Gemella haemolysans",0.505041888997027,0.121339173396199,2.31561941667068,0.0524003091883972,0.958209727760526,0.998296049192576,FALSE,"species"
"s__Gemella morbillorum",0.0224093957234724,-0.478144569861313,2.93779775233703,-0.162756122160195,0.870710456960558,0.998296049192576,FALSE,"species"
"s__Gemella sanguinis",0.330363528499632,-0.606814663559377,2.93652229957004,-0.206643982798368,0.836287908240032,0.998296049192576,FALSE,"species"
"s__Gemella sp. zg-570",0.137596239953258,-1.19447157776962,2.9356792921406,-0.406880813230336,0.684095528573086,0.998296049192576,FALSE,"species"
"s__Gemmata massiliana",0.261918560025106,-0.501604245870474,2.93688961190813,-0.170794381864621,0.864385446789078,0.998296049192576,FALSE,"species"
"s__Gemmatimonas aurantiaca",0.131772371458716,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998296049192576,FALSE,"species"
"s__Gemmatimonas phototrophica",0.0857732366937978,-1.15050362605704,2.84686142540199,-0.404130533292319,0.686116733153519,0.998296049192576,FALSE,"species"
"s__Gemmatimonas sp. TET16",0.286408257556732,-1.83746009366609,2.93259105655082,-0.626565401801102,0.530944153405896,0.998296049192576,FALSE,"species"
"s__Gemmobacter sp. HYN0069",0.181506524921772,-1.45904098085151,2.93496303516154,-0.49712414206648,0.61910151097044,0.998296049192576,FALSE,"species"
"s__Geobacter sp. FeAm09",0.002905014821742,-0.515568673058025,2.93787346379214,-0.175490428506251,0.860694291024009,0.998296049192576,FALSE,"species"
"s__Georgenia sp. Z294",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998296049192576,FALSE,"species"
"s__Glaciimonas sp. PAMC28666",0.144632872994212,-0.588631147650775,2.93755384920256,-0.200381398220348,0.841182306530185,0.998296049192576,FALSE,"species"
"s__Gloeomargarita lithophora",0.43853308861803,-2.43853266133299,2.31701820636876,-1.05244432461956,0.292595741639763,0.998296049192576,FALSE,"species"
"s__Gluconobacter oxydans",0.00940038551920327,-0.478144573419042,2.93779775234414,-0.16275612337082,0.870710456007328,0.998296049192576,FALSE,"species"
"s__Glycocaulis alkaliphilus",0.0738780511133414,-0.478144562999978,2.93779775232333,-0.162756119825418,0.87071045879893,0.998296049192576,FALSE,"species"
"s__Gordonia amarae",0.122223477270739,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Gordonia bronchialis",0.153519122951957,-0.72782102089906,2.93674011125468,-0.247832968981416,0.804263644960628,0.998296049192576,FALSE,"species"
"s__Gordonia polyisoprenivorans",0.0233870953514365,-0.478144569621751,2.93779775233656,-0.162756122078677,0.870710457024745,0.998296049192576,FALSE,"species"
"s__Gordonibacter urolithinfaciens",0.1133546670245,-0.588631139004838,2.93755384918528,-0.200381395278283,0.841182308830956,0.998296049192576,FALSE,"species"
"s__Gottschalkia acidurici",0.215483644807502,-1.9501688489023,2.93364878603918,-0.664758800774954,0.50620477777391,0.998296049192576,FALSE,"species"
"s__Granulibacter bethesdensis",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Gudongella oleilytica",0.188741638809839,-1.71943369282349,2.93464518629756,-0.585908545554967,0.557936974342416,0.998296049192576,FALSE,"species"
"s__Guyparkeria halophila",0.697234256945068,-2.50026113052937,2.89770102335777,-0.862843029827884,0.3882237771391,0.998296049192576,FALSE,"species"
"s__Gynuella sunshinyii",0.0745011351176049,-0.593590561054392,2.93756377547209,-0.202068995407256,0.839862785944552,0.998296049192576,FALSE,"species"
"s__Haemophilus influenzae",0.403545945557465,-0.391907266785685,2.47677666380857,-0.158232783969728,0.874273371287144,0.998296049192576,FALSE,"species"
"s__Haemophilus parahaemolyticus",0.151074779300251,-0.382491819175474,2.93761265700517,-0.130204987462648,0.896404248749556,0.998296049192576,FALSE,"species"
"s__Haemophilus parainfluenzae",0.254013273927758,-0.385253020550737,2.93532333811581,-0.131247217486449,0.895579744829796,0.998296049192576,FALSE,"species"
"s__Hafnia alvei",0.103891149153208,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Halocella sp. SP3-1",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Halomicrobium sp. LC1Hm",1.8697827759966,-3.95179283980874,2.28920625798933,-1.72627207619103,0.0842984765119465,0.998296049192576,FALSE,"species"
"s__Halomicronema hongdechloris",0.00342264139393853,-0.505851199260358,2.93785362200271,-0.17218393573861,0.863292926690008,0.998296049192576,FALSE,"species"
"s__Halomonas meridiana",0.314744979561736,0.110783292971157,2.93669011391324,0.03772386212842,0.969907850308182,0.998296049192576,FALSE,"species"
"s__Halomonas socia",0.0229062763577754,-0.478144569738363,2.93779775233679,-0.162756122118358,0.870710456993501,0.998296049192576,FALSE,"species"
"s__Halomonas sp. THAF5a",0.0738780511133414,-0.478144562999978,2.93779775232333,-0.162756119825418,0.87071045879893,0.998296049192576,FALSE,"species"
"s__Halopiger xanaduensis",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Haloplanus rubicundus",0.210151186966222,-0.104284850305688,2.93667248531244,-0.0355112294024144,0.971672092255577,0.998296049192576,FALSE,"species"
"s__Haloprofundus sp. MHR1",0.0355309735753385,-0.492978436408999,2.93736873837098,-0.16782994588633,0.866717063221999,0.998296049192576,FALSE,"species"
"s__Halothermothrix orenii",0.157278790844072,-0.823473734370263,2.9369252620903,-0.280386343159503,0.779181113593461,0.998296049192576,FALSE,"species"
"s__Halovirus HHTV-2",0.0231688368895678,-0.588631152395596,2.93755384921204,-0.20038139983493,0.84118230526754,0.998296049192576,FALSE,"species"
"s__Helicobacter acinonychis",0.214231158552865,-0.163264268562057,2.93723075494067,-0.0555844202187495,0.955672876179507,0.998296049192576,FALSE,"species"
"s__Helicobacter cinaedi",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Helicobacter heilmannii",0.0698286148576031,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Helicobacter pylori",0.410097376447353,-1.28393667942069,2.85092031877134,-0.450358668731236,0.65245184195457,0.998296049192576,FALSE,"species"
"s__Helicobacter sp. NHP19-0003",0.153734433368502,-1.43555027687605,2.93554210345156,-0.489023909821684,0.624824769487793,0.998296049192576,FALSE,"species"
"s__Heliomicrobium modesticaldum",0.131772371458716,-1.30531003402073,2.93589057976205,-0.444604455976191,0.656605626715701,0.998296049192576,FALSE,"species"
"s__Heliorestis convoluta",0.10010679888643,-0.478144561215262,2.93779775231976,-0.162756119218114,0.870710459277113,0.998296049192576,FALSE,"species"
"s__Herbiconiux sp. SALV-R1",0.244446954541479,-0.797405689925632,2.93744445249314,-0.271462389441556,0.786035422857592,0.998296049192576,FALSE,"species"
"s__Heyndrickxia oleronia",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Heyndrickxia vini",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Hirschia baltica",0.135471345408809,-0.797405692172849,2.93744445248773,-0.271462390207081,0.786035422268887,0.998296049192576,FALSE,"species"
"s__Homo sapiens",540493333.884637,-0.607969365852853,0.354599672801531,-1.71452320034467,0.0864326799184087,0.998296049192576,FALSE,"species"
"s__Human betaherpesvirus 5",0.139657229715206,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Humisphaera borealis",0.0338590645909826,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Hydrogenophaga crassostreae",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Hydrogenophaga pseudoflava",0.0504778057964214,0.0998009861605957,2.93671789699693,0.0339838519262104,0.972890027559643,0.998296049192576,FALSE,"species"
"s__Hydrogenophaga sp. YM1",0.0448187914469447,-0.38249182845215,2.93761265702255,-0.130204990619774,0.896404246251797,0.998296049192576,FALSE,"species"
"s__Hydrogenophilus thermoluteolus",0.0658231394526965,0.249365974498781,2.93627179481969,0.0849260531462805,0.932320179191567,0.998296049192576,FALSE,"species"
"s__Hylemonella gracilis",0.0163056805666421,-0.8029003466785,2.9374312498907,-0.273334174785665,0.784596347484938,0.998296049192576,FALSE,"species"
"s__Hymenobacter busanensis",1.05394044842893,-1.78245626010785,2.93441404552732,-0.607431750411876,0.543564422964856,0.998296049192576,FALSE,"species"
"s__Hymenobacter sedentarius",0.182720473150978,-1.5696350742785,2.9351738924676,-0.534767319342333,0.592810764086491,0.998296049192576,FALSE,"species"
"s__Hymenobacter sp. DG01",0.0755373896501257,-0.478144562869846,2.93779775232307,-0.162756119781136,0.870710458833797,0.998296049192576,FALSE,"species"
"s__Hymenobacter swuensis",0.0755373896501257,-0.478144562869846,2.93779775232307,-0.162756119781136,0.870710458833797,0.998296049192576,FALSE,"species"
"s__Hypericibacter adhaerens",0.209485844572809,-0.917493017416181,2.9371030410767,-0.312380261974003,0.754751549043325,0.998296049192576,FALSE,"species"
"s__Hyphomicrobium denitrificans",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998296049192576,FALSE,"species"
"s__Hyphomicrobium nitrativorans",0.0145596712363559,-0.318679023866958,2.93749562246781,-0.10848663787939,0.913609679382633,0.998296049192576,FALSE,"species"
"s__Iamia sp. SCSIO 61187",0.187388030685883,-1.54786495478048,2.82365968818365,-0.548176878841999,0.583570456415964,0.998296049192576,FALSE,"species"
"s__Ichthyobacterium seriolicida",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Ilyobacter polytropus",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Isoptericola dokdonensis",0.168407671050316,-1.03930267759909,2.936705013295,-0.353900944389706,0.723413119264259,0.998296049192576,FALSE,"species"
"s__Isosphaera pallida",0.103891149153208,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Jatrophihabitans sp. GAS493",0.225886960603915,-1.22068476050609,1.93318482392418,-0.631437173207378,0.527754716606603,0.998296049192576,FALSE,"species"
"s__Jeotgalicoccus sp. WY2",0.175696495278288,-1.56963507424667,2.93517389246771,-0.534767319331469,0.592810764094004,0.998296049192576,FALSE,"species"
"s__Jiangella sp. DSM 45060",0.0228400591438723,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Kaistella antarctica",0.132612983067555,-0.654267460001496,2.57914976470555,-0.253675637202165,0.799746157201702,0.998296049192576,FALSE,"species"
"s__Kaistella jeonii",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Kineobactrum salinum",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Kingella oralis",0.155426644317328,-0.286806737717111,2.93743902091301,-0.0976383631030973,0.922219460678599,0.998296049192576,FALSE,"species"
"s__Kitasatospora setae",0.55711470539292,1.26974142383045,1.72016904640719,0.738149210673499,0.460423782369982,0.998296049192576,FALSE,"species"
"s__Kitasatospora sp. MMS16-BH015",0.122474695192915,-0.618062938725362,2.9371009904017,-0.2104329884281,0.833329747974964,0.998296049192576,FALSE,"species"
"s__Kitasatospora sp. NA04385",2.79878507781748,-0.953350670567647,0.971706808446938,-0.981109386370741,0.326538802172453,0.998296049192576,FALSE,"species"
"s__Klebsiella aerogenes",0.0955214685524444,0.488439382977756,2.93543108151615,0.16639443046487,0.867846556703319,0.998296049192576,FALSE,"species"
"s__Klebsiella oxytoca",0.0448187914469447,-0.38249182845215,2.93761265702255,-0.130204990619774,0.896404246251797,0.998296049192576,FALSE,"species"
"s__Kluyvera intermedia",0.00921779979196228,-0.478144573488891,2.93779775234428,-0.162756123394589,0.870710455988614,0.998296049192576,FALSE,"species"
"s__Kluyveromyces lactis",0.931338661917059,-3.01016515129406,2.71501300726752,-1.10871113443526,0.267554817015869,0.998296049192576,FALSE,"species"
"s__Kocuria flava",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Kocuria palustris",0.0946871419523424,-0.34658150593336,2.93663275782269,-0.118020036727482,0.906051781821498,0.998296049192576,FALSE,"species"
"s__Kocuria rhizophila",1.20160190989364,-2.68449587440951,2.62620970792706,-1.0221940259784,0.306689077708563,0.998296049192576,FALSE,"species"
"s__Kocuria rosea",0.0140175607800054,-0.328678460678726,2.93751363174458,-0.111890020569377,0.910910609346849,0.998296049192576,FALSE,"species"
"s__Kocuria turfanensis",0.0232042816301651,-0.300687222511857,2.93746352214145,-0.102362878805267,0.918468647277902,0.998296049192576,FALSE,"species"
"s__Kutzneria sp. CA-103260",0.435826871421047,0.960057898857701,2.35100320787532,0.408360948058994,0.683008699483873,0.998296049192576,FALSE,"species"
"s__Labilibaculum antarcticum",0.0658861857293579,-0.917493016519353,2.93710304107951,-0.312380261668359,0.75475154927558,0.998296049192576,FALSE,"species"
"s__Lachnoanaerobaculum umeaense",0.212340598618819,-0.573273100203136,2.12169678112375,-0.270195583696698,0.787009790087167,0.998296049192576,FALSE,"species"
"s__Lacibacter sp. S13-6-6",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Lacimicrobium alkaliphilum",0.00823418790895241,-0.478144573887083,2.93779775234508,-0.162756123530086,0.870710455881925,0.998296049192576,FALSE,"species"
"s__Lacrimispora saccharolytica",0.0209046742872312,-0.478144570249893,2.93779775233781,-0.162756122292421,0.870710456856445,0.998296049192576,FALSE,"species"
"s__Lactiplantibacillus plantarum",1.80756337970722,-3.75602627718354,2.92046223983698,-1.28610677650576,0.19840579946048,0.998296049192576,FALSE,"species"
"s__Lactobacillus helveticus",0.0230116262719364,-0.286806766767383,2.93743902096405,-0.0976383729910603,0.922219452826662,0.998296049192576,FALSE,"species"
"s__Lactobacillus jensenii",0.0203835397308982,-0.236172635438953,2.93735156093693,-0.0804032580164225,0.935916535773825,0.998296049192576,FALSE,"species"
"s__Lactobacillus johnsonii",0.0947525441153656,0.475506462739524,2.9354834231614,0.161985742786932,0.87131708119728,0.998296049192576,FALSE,"species"
"s__Lactococcus allomyrinae",0.0269835634639847,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Leclercia adecarboxylata",0.276174240620144,-0.326223483555235,2.93659474679106,-0.111089037366055,0.911545741848176,0.998296049192576,FALSE,"species"
"s__Legionella oakridgensis",0.101136747318011,-0.184970663573944,2.93726610330399,-0.0629737507833831,0.94978740666276,0.998296049192576,FALSE,"species"
"s__Legionella pneumophila",0.41059455563179,-1.17515183738851,2.93627086275488,-0.400219152904017,0.688995108913927,0.998296049192576,FALSE,"species"
"s__Leifsonia shinshuensis",0.261063335554746,-1.49031084214489,2.83932556701994,-0.524881985868591,0.599665232952787,0.998296049192576,FALSE,"species"
"s__Leifsonia sp. PS1209",0.0229444571801915,-0.204701043188547,2.9372986841327,-0.0696902375963136,0.944440212159769,0.998296049192576,FALSE,"species"
"s__Leptospirillum ferrooxidans",0.0447392206373223,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Leptothrix cholodnii",0.0762120523838761,0.338768414260777,2.93596688825191,0.115385638583438,0.908139461679468,0.998296049192576,FALSE,"species"
"s__Leptotrichia hongkongensis",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Leptotrichia shahii",0.0308708458531753,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Leptotrichia trevisanii",0.366670431812218,-0.917493018965592,2.93710304107185,-0.31238026250205,0.754751548642068,0.998296049192576,FALSE,"species"
"s__Leptotrichia wadei",0.0979077767511773,-0.826559191215648,2.83268747365154,-0.291793287789052,0.770444677593237,0.998296049192576,FALSE,"species"
"s__Leucobacter triazinivorans",0.192373706290167,-0.316576004492298,2.93555396502265,-0.107841997886711,0.914121027640592,0.998296049192576,FALSE,"species"
"s__Lichenihabitans psoromatis",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Ligilactobacillus salivarius",0.0756524833521454,-0.571811969292763,2.93752043467306,-0.194658039666166,0.84566066295187,0.998296049192576,FALSE,"species"
"s__Limnohabitans sp. 103DPR2",0.187296319694678,-0.321516535809179,2.862024793526,-0.112338836664329,0.910554749475957,0.998296049192576,FALSE,"species"
"s__Limosilactobacillus fermentum",0.8029529916832,-0.178889845154861,2.71129132961844,-0.0659795733496615,0.947394088117397,0.998296049192576,FALSE,"species"
"s__Limosilactobacillus vaginalis",0.0306447089536267,-0.710405425661347,2.93741577702631,-0.241847079060944,0.808898657688197,0.998296049192576,FALSE,"species"
"s__Listeria seeligeri",0.0140175607800054,-0.328678460678726,2.93751363174458,-0.111890020569377,0.910910609346849,0.998296049192576,FALSE,"species"
"s__Longicatena caecimuris",0.197658557188074,-1.71943369287537,2.93464518629739,-0.58590854557268,0.557936974330512,0.998296049192576,FALSE,"species"
"s__Luteimonas sp. MC1825",0.0140175607800054,-0.328678460678726,2.93751363174458,-0.111890020569377,0.910910609346849,0.998296049192576,FALSE,"species"
"s__Luteitalea pratensis",0.84227546460993,-2.32684338795752,1.93936899661914,-1.19979405260879,0.230219334550056,0.998296049192576,FALSE,"species"
"s__Luteolibacter luteus",0.412745789940515,-2.32434931003634,2.86311869860655,-0.811824291870113,0.416892461121774,0.998296049192576,FALSE,"species"
"s__Lysobacter antibioticus",0.0184355995839246,-0.382491834978981,2.93761265703478,-0.130204992841046,0.896404244494438,0.998296049192576,FALSE,"species"
"s__Lysobacter enzymogenes",0.0909382997349175,-0.855411501226655,2.93632273671582,-0.291320668035083,0.770806081817077,0.998296049192576,FALSE,"species"
"s__Macaca mulatta papillomavirus 6",0.201537047623051,-0.726698314596049,2.93418226136603,-0.24766638533822,0.804392542296277,0.998296049192576,FALSE,"species"
"s__Magnetococcus marinus",0.00985643063810756,-0.391829922764401,2.93763020845893,-0.133382997504629,0.893890491280031,0.998296049192576,FALSE,"species"
"s__Magnetospirillum gryphiswaldense",0.274028426656879,-2.30326597824679,2.93199833018201,-0.785561831511618,0.432124232897703,0.998296049192576,FALSE,"species"
"s__Magnetospirillum sp. ME-1",0.232033786819669,-1.30530959214846,2.93589058099886,-0.444604305281828,0.656605735637024,0.998296049192576,FALSE,"species"
"s__Mahella australiensis",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Maioricimonas rarisocia",0.0308708458531753,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Mannheimia sp. USDA-ARS-USMARC-1261",0.868769120981656,-1.79167710648223,2.70334184772013,-0.662763796592447,0.507481843660576,0.998296049192576,FALSE,"species"
"s__Marichromatium purpuratum",0.005810029643484,-0.461569742907357,2.93776482265686,-0.157115960865078,0.875153458856254,0.998296049192576,FALSE,"species"
"s__Maridesulfovibrio hydrothermalis",0.0677181291819652,-0.797405689281208,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Mariniblastus fucicola",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Marinilactibacillus sp. 15R",0.0553267506981523,0.150731376023,2.93657754032894,0.0513289276216816,0.959063417571473,0.998296049192576,FALSE,"species"
"s__Marinomonas foliarum",0.147756102226683,-0.382491819346717,2.93761265700549,-0.130204987520927,0.896404248703448,0.998296049192576,FALSE,"species"
"s__Marinomonas mediterranea",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Marivirga tractuosa",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Marmoricola scoriae",0.00684528278787706,-0.443556746495748,2.93772944785328,-0.150986247838402,0.879986564163608,0.998296049192576,FALSE,"species"
"s__Massilistercora timonensis",0.00873580274181353,-0.41080484601996,2.93766621295168,-0.139840545603442,0.888785977267777,0.998296049192576,FALSE,"species"
"s__Megamonas funiformis",0.185041535798291,-1.39954963449012,2.93484769973871,-0.476873002512098,0.633452557576893,0.998296049192576,FALSE,"species"
"s__Megasphaera elsdenii",0.366206582388647,-0.632135992325634,2.93656642306218,-0.21526364510647,0.829561772180173,0.998296049192576,FALSE,"species"
"s__Megasphaera stantonii",0.0768968333702807,-1.04508351927993,2.93668571891295,-0.355871761336033,0.72193660439239,0.998296049192576,FALSE,"species"
"s__Melioribacter roseus",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Melittangium boletus",0.00582386849454235,-0.461325494644626,2.9377643401273,-0.1570328458084,0.875218962012988,0.998296049192576,FALSE,"species"
"s__Methylacidimicrobium sp. B4",0.251887701667548,-0.900376634717518,2.93715699317403,-0.306546989762549,0.759188208025265,0.998296049192576,FALSE,"species"
"s__Methylibium sp. Pch-M",0.0158842391385886,-0.29762774282415,2.93745810207174,-0.101321527825108,0.919295227399979,0.998296049192576,FALSE,"species"
"s__Methylobacterium aquaticum",1.30824891743913,-0.813629632554458,2.20699664168914,-0.368659207352369,0.712381758038966,0.998296049192576,FALSE,"species"
"s__Methylobacterium brachiatum",2.17475753461964,-3.48092544900885,2.86945472358404,-1.21309648847188,0.225092932407104,0.998296049192576,FALSE,"species"
"s__Methylobacterium currus",0.0637043044264778,-1.26945465052229,2.935992026682,-0.432376736375854,0.665467623294072,0.998296049192576,FALSE,"species"
"s__Methylobacterium durans",0.177840612522193,0.600637059079845,2.833347890838,0.211988461078883,0.832116036474231,0.998296049192576,FALSE,"species"
"s__Methylobacterium nodulans",0.22548125028219,-0.72782102431834,2.9367401112566,-0.247832970145565,0.804263644059864,0.998296049192576,FALSE,"species"
"s__Methylobacterium radiodurans",0.119540954385554,-0.663983633967721,2.81692786429865,-0.235711976292668,0.813656175985688,0.998296049192576,FALSE,"species"
"s__Methylobacterium radiotolerans",15.8849933982951,-6.20767474461462,2.9130003062766,-2.13102440505723,0.0330871316648645,0.998296049192576,FALSE,"species"
"s__Methylobacterium sp. 17Sr1-1",0.0508534718811857,-1.16818818578563,2.9362921651566,-0.397844669426255,0.690744687843935,0.998296049192576,FALSE,"species"
"s__Methylobacterium sp. 4-46",0.127728848872397,-0.265635588063383,2.82856851746773,-0.0939116681893893,0.925179324928938,0.998296049192576,FALSE,"species"
"s__Methylobacterium sp. WL1",0.655937447281306,-0.567427203704329,2.93582372122157,-0.193277000796297,0.846742037424281,0.998296049192576,FALSE,"species"
"s__Methylobacterium terrae",0.186438390337978,0.199012653587381,2.93643096905349,0.0677736530109983,0.945965817376932,0.998296049192576,FALSE,"species"
"s__Methylosinus sp. C49",0.175696495278288,-1.56963507424667,2.93517389246771,-0.534767319331469,0.592810764094004,0.998296049192576,FALSE,"species"
"s__Methylotenera mobilis",0.34072185755037,-2.52366339442688,2.93083545195401,-0.861073040707329,0.389197816257527,0.998296049192576,FALSE,"species"
"s__Methylovirgula sp. HY1",0.021962061909786,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Methylovulum psychrotolerans",0.043924123819572,-0.797405689281207,2.93744445249469,-0.27146238922203,0.786035423026412,0.998296049192576,FALSE,"species"
"s__Micavibrio aeruginosavorus",0.00467252026000179,-0.483104098844983,2.93780767730509,-0.164443745782618,0.869381828122679,0.998296049192576,FALSE,"species"
"s__Microbacterium caowuchunii",0.196377377113491,-1.43555028094537,2.93554210344114,-0.489023911209642,0.624824768505171,0.998296049192576,FALSE,"species"
"s__Microbacterium endophyticum",0.00467252026000179,-0.483104098844983,2.93780767730509,-0.164443745782618,0.869381828122679,0.998296049192576,FALSE,"species"
"s__Microbacterium esteraromaticum",1.55288305906938,-2.1898194581188,1.80301364894653,-1.21453293456667,0.224544281173736,0.998296049192576,FALSE,"species"
"s__Microbacterium foliorum",0.0164863547753544,-0.68265029106557,2.93773158871681,-0.232373268438642,0.816248109417219,0.998296049192576,FALSE,"species"
"s__Microbacterium oxydans",0.00634545721573312,-0.478144574780466,2.93779775234686,-0.162756123834086,0.870710455642559,0.998296049192576,FALSE,"species"
"s__Microbacterium pygmaeum",0.246255201267648,-1.99128966938545,2.93288451895722,-0.678952634007375,0.497167874292365,0.998296049192576,FALSE,"species"
"s__Microbacterium sediminis",0.0233626013000089,-0.199451644342104,2.93728997300382,-0.0679032871031573,0.945862622065128,0.998296049192576,FALSE,"species"
